pole_id,lat,lon,feeder_id,dt_id,seq_on_line,parent_pole_id,pole_type,ward,pincode,device_id
POL-CSV-0169,17.459108,78.399085,FDR-HYD-NORTH-01,TRF-NORTH-03,,,TENSION,Ward-7,500001,DEV-CSV-0169
POL-CSV-0170,17.459352,78.399449,FDR-HYD-NORTH-01,TRF-NORTH-03,,,JUNCTION,Ward-11,500084,DEV-CSV-0170
POL-CSV-0171,17.4597,78.399696,FDR-HYD-NORTH-01,TRF-NORTH-03,,,TENSION,Ward-2,500090,DEV-CSV-0171
POL-CSV-0172,17.460049,78.400034,FDR-HYD-NORTH-01,TRF-NORTH-03,,,JUNCTION,Ward-2,500032,DEV-CSV-0172
POL-CSV-0173,17.460274,78.400334,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-12,500032,DEV-CSV-0173
POL-CSV-0174,17.460626,78.400564,FDR-HYD-NORTH-01,TRF-NORTH-03,,,JUNCTION,Ward-7,500001,DEV-CSV-0174
POL-CSV-0175,17.460894,78.400938,FDR-HYD-NORTH-01,TRF-NORTH-03,,,JUNCTION,Ward-7,500090,DEV-CSV-0175
POL-CSV-0176,17.46123,78.401163,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-10,500090,
POL-CSV-0177,17.461496,78.401539,FDR-HYD-NORTH-01,TRF-NORTH-03,,,JUNCTION,Ward-6,500084,DEV-CSV-0177
POL-CSV-0178,17.461822,78.401803,FDR-HYD-NORTH-01,TRF-NORTH-03,,,JUNCTION,Ward-2,500090,
POL-CSV-0179,17.462138,78.402059,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-10,500084,DEV-CSV-0179
POL-CSV-0180,17.46242,78.40244,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-7,500032,DEV-CSV-0180
POL-CSV-0181,17.462683,78.402728,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-15,500001,DEV-CSV-0181
POL-CSV-0182,17.462968,78.402957,FDR-HYD-NORTH-01,TRF-NORTH-03,,,JUNCTION,Ward-13,500001,DEV-CSV-0182
POL-CSV-0183,17.463328,78.403348,FDR-HYD-NORTH-01,TRF-NORTH-03,,,TENSION,Ward-2,500001,DEV-CSV-0183
POL-CSV-0184,17.463647,78.403638,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-9,500084,DEV-CSV-0184
POL-CSV-0185,17.463937,78.403914,FDR-HYD-NORTH-01,TRF-NORTH-03,,,JUNCTION,Ward-1,500032,DEV-CSV-0185
POL-CSV-0186,17.464196,78.404168,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-10,500084,
POL-CSV-0187,17.464499,78.404528,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-15,500001,
POL-CSV-0188,17.464827,78.404799,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-6,500001,DEV-CSV-0188
POL-CSV-0189,17.465057,78.405106,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-7,500090,DEV-CSV-0189
POL-CSV-0190,17.465374,78.405411,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-1,500001,DEV-CSV-0190
POL-CSV-0191,17.465699,78.405678,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-14,500081,DEV-CSV-0191
POL-CSV-0192,17.465951,78.406047,FDR-HYD-NORTH-01,TRF-NORTH-03,,,TENSION,Ward-4,500032,DEV-CSV-0192
POL-CSV-0193,17.466289,78.406315,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-1,500084,DEV-CSV-0193
POL-CSV-0194,17.466634,78.406571,FDR-HYD-NORTH-01,TRF-NORTH-03,,,JUNCTION,Ward-9,500001,DEV-CSV-0194
POL-CSV-0195,17.466888,78.406904,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-10,500081,DEV-CSV-0195
POL-CSV-0196,17.467224,78.407165,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-5,500081,DEV-CSV-0196
POL-CSV-0197,17.467457,78.407515,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-2,500090,DEV-CSV-0197
POL-CSV-0198,17.467791,78.407763,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-12,500001,DEV-CSV-0198
POL-CSV-0199,17.452251,78.392256,FDR-HYD-NORTH-01,TRF-NORTH-04,,,TRANSFORMER_POLE,Ward-12,500081,DEV-CSV-0199
POL-CSV-0200,17.452643,78.392561,FDR-HYD-NORTH-01,TRF-NORTH-04,,,TENSION,Ward-2,500090,DEV-CSV-0200
POL-CSV-0201,17.452881,78.392884,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-12,500081,DEV-CSV-0201
POL-CSV-0202,17.453222,78.39317,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-5,500084,DEV-CSV-0202
POL-CSV-0203,17.453459,78.393452,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-7,500090,DEV-CSV-0203
POL-CSV-0204,17.453822,78.393757,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-8,500081,DEV-CSV-0204
POL-CSV-0205,17.454113,78.394052,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-6,500032,DEV-CSV-0205
POL-CSV-0206,17.45438,78.394371,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-9,500032,DEV-CSV-0206
POL-CSV-0207,17.454689,78.394686,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-3,500001,DEV-CSV-0207
POL-CSV-0208,17.455049,78.395031,FDR-HYD-NORTH-01,TRF-NORTH-04,,,JUNCTION,Ward-2,500081,DEV-CSV-0208
POL-CSV-0209,17.455303,78.395311,FDR-HYD-NORTH-01,TRF-NORTH-04,,,TENSION,Ward-11,500032,DEV-CSV-0209
POL-CSV-0210,17.455557,78.395557,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-11,500090,DEV-CSV-0210
POL-CSV-0211,17.455921,78.395943,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-7,500084,DEV-CSV-0211
POL-CSV-0212,17.456176,78.396222,FDR-HYD-NORTH-01,TRF-NORTH-04,,,TENSION,Ward-6,500032,
POL-CSV-0213,17.45652,78.396472,FDR-HYD-NORTH-01,TRF-NORTH-04,,,TENSION,Ward-9,500084,DEV-CSV-0213
POL-CSV-0214,17.456848,78.396827,FDR-HYD-NORTH-01,TRF-NORTH-04,,,TENSION,Ward-7,500081,DEV-CSV-0214
POL-CSV-0215,17.457106,78.397136,FDR-HYD-NORTH-01,TRF-NORTH-04,,,TENSION,Ward-13,500032,DEV-CSV-0215
POL-CSV-0216,17.457403,78.397398,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-12,500081,DEV-CSV-0216
POL-CSV-0217,17.457717,78.397659,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-1,500032,DEV-CSV-0217
POL-CSV-0218,17.457996,78.397994,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-8,500090,DEV-CSV-0218
POL-CSV-0219,17.458324,78.398334,FDR-HYD-NORTH-01,TRF-NORTH-04,,,JUNCTION,Ward-5,500090,DEV-CSV-0219
POL-CSV-0220,17.458644,78.398648,FDR-HYD-NORTH-01,TRF-NORTH-04,,,JUNCTION,Ward-4,500032,DEV-CSV-0220
POL-CSV-0221,17.45889,78.39886,FDR-HYD-NORTH-01,TRF-NORTH-04,,,JUNCTION,Ward-15,500090,DEV-CSV-0221
POL-CSV-0222,17.459242,78.399157,FDR-HYD-NORTH-01,TRF-NORTH-04,,,JUNCTION,Ward-6,500084,DEV-CSV-0222
POL-CSV-0223,17.459477,78.399532,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-1,500032,DEV-CSV-0223
POL-CSV-0224,17.459758,78.399767,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-13,500090,DEV-CSV-0224
POL-CSV-0225,17.460093,78.400131,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-8,500090,DEV-CSV-0225
POL-CSV-0226,17.460408,78.400385,FDR-HYD-NORTH-01,TRF-NORTH-04,,,JUNCTION,Ward-6,500090,DEV-CSV-0226
POL-CSV-0227,17.460703,78.400703,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-5,500001,
POL-CSV-0228,17.460954,78.400994,FDR-HYD-NORTH-01,TRF-NORTH-04,,,TENSION,Ward-9,500001,DEV-CSV-0228
POL-CSV-0229,17.461339,78.401288,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-10,500001,DEV-CSV-0229
POL-CSV-0230,17.46162,78.401562,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-8,500081,DEV-CSV-0230
POL-CSV-0231,17.461871,78.401921,FDR-HYD-NORTH-01,TRF-NORTH-04,,,TENSION,Ward-2,500084,DEV-CSV-0231
POL-CSV-0232,17.462193,78.40222,FDR-HYD-NORTH-01,TRF-NORTH-04,,,TENSION,Ward-7,500001,DEV-CSV-0232
POL-CSV-0233,17.462495,78.402466,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-9,500084,DEV-CSV-0233
POL-CSV-0234,17.462809,78.402782,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-8,500084,DEV-CSV-0234
POL-CSV-0235,17.463056,78.403145,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-4,500084,DEV-CSV-0235
POL-CSV-0236,17.463378,78.403353,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-2,500001,DEV-CSV-0236
POL-CSV-0237,17.463705,78.403662,FDR-HYD-NORTH-01,TRF-NORTH-04,,,TENSION,Ward-10,500090,DEV-CSV-0237
POL-CSV-0238,17.464033,78.404021,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-4,500081,DEV-CSV-0238
POL-CSV-0239,17.46425,78.404288,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-4,500090,DEV-CSV-0239
POL-CSV-0240,17.464558,78.404593,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-1,500084,DEV-CSV-0240
POL-CSV-0241,17.464892,78.404891,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-14,500090,DEV-CSV-0241
POL-CSV-0242,17.465208,78.405221,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-11,500090,DEV-CSV-0242
POL-CSV-0243,17.465518,78.405474,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-2,500001,DEV-CSV-0243
POL-CSV-0244,17.465846,78.405789,FDR-HYD-NORTH-01,TRF-NORTH-04,,,JUNCTION,Ward-1,500032,DEV-CSV-0244
POL-CSV-0245,17.466061,78.406129,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-14,500001,DEV-CSV-0245
POL-CSV-0246,17.46636,78.406352,FDR-HYD-NORTH-01,TRF-NORTH-04,,,TENSION,Ward-11,500090,DEV-CSV-0246
POL-CSV-0247,17.466686,78.406651,FDR-HYD-NORTH-01,TRF-NORTH-04,,,TENSION,Ward-2,500032,
POL-CSV-0248,17.46702,78.407029,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-15,500001,DEV-CSV-0248
POL-CSV-0249,17.46727,78.407324,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-11,500090,DEV-CSV-0249
POL-CSV-0250,17.467625,78.407636,FDR-HYD-NORTH-01,TRF-NORTH-04,,,JUNCTION,Ward-11,500084,DEV-CSV-0250
POL-CSV-0251,17.467901,78.407896,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-9,500032,
POL-CSV-0252,17.468237,78.408221,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-13,500090,DEV-CSV-0252
POL-CSV-0253,17.468532,78.408506,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-12,500090,
POL-CSV-0254,17.468771,78.408843,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-7,500001,DEV-CSV-0254
POL-CSV-0255,17.469056,78.409107,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-7,500084,DEV-CSV-0255
POL-CSV-0256,17.469436,78.4094,FDR-HYD-NORTH-01,TRF-NORTH-04,,,TENSION,Ward-14,500084,DEV-CSV-0256
POL-CSV-0257,17.469719,78.409683,FDR-HYD-NORTH-01,TRF-NORTH-04,,,TENSION,Ward-10,500081,DEV-CSV-0257
POL-CSV-0258,17.469984,78.410041,FDR-HYD-NORTH-01,TRF-NORTH-04,,,TENSION,Ward-11,500084,DEV-CSV-0258
POL-CSV-0259,17.470344,78.410314,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-2,500084,DEV-CSV-0259
POL-CSV-0260,17.470561,78.410557,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-7,500032,DEV-CSV-0260
POL-CSV-0261,17.470887,78.410893,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-6,500032,DEV-CSV-0261
POL-CSV-0262,17.471153,78.411225,FDR-HYD-NORTH-01,TRF-NORTH-04,,,JUNCTION,Ward-4,500084,DEV-CSV-0262
POL-CSV-0263,17.471547,78.411466,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-9,500090,DEV-CSV-0263
POL-CSV-0264,17.471836,78.411811,FDR-HYD-NORTH-01,TRF-NORTH-04,,,SUSPENSION,Ward-4,500032,DEV-CSV-0264
POL-CSV-0265,17.45635,78.396295,FDR-HYD-NORTH-01,TRF-NORTH-05,,,TRANSFORMER_POLE,Ward-5,500081,DEV-CSV-0265
POL-CSV-0266,17.456594,78.396624,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-8,500081,DEV-CSV-0266
POL-CSV-0267,17.456854,78.396919,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-4,500032,DEV-CSV-0267
POL-CSV-0268,17.457226,78.397241,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-12,500081,
POL-CSV-0269,17.457532,78.397478,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-3,500084,DEV-CSV-0269
POL-CSV-0270,17.45778,78.397752,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-13,500090,
POL-CSV-0271,17.458095,78.398071,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-15,500081,DEV-CSV-0271
POL-CSV-0272,17.458354,78.398398,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-9,500081,
POL-CSV-0273,17.458657,78.398673,FDR-HYD-NORTH-01,TRF-NORTH-05,,,TENSION,Ward-6,500090,DEV-CSV-0273
POL-CSV-0274,17.459025,78.399,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-8,500001,DEV-CSV-0274
POL-CSV-0275,17.459259,78.399266,FDR-HYD-NORTH-01,TRF-NORTH-05,,,TENSION,Ward-5,500032,DEV-CSV-0275
POL-CSV-0276,17.459608,78.399631,FDR-HYD-NORTH-01,TRF-NORTH-05,,,JUNCTION,Ward-2,500081,DEV-CSV-0276
POL-CSV-0277,17.459932,78.399933,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-5,500032,
POL-CSV-0278,17.460243,78.400155,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-4,500084,DEV-CSV-0278
POL-CSV-0279,17.460507,78.400457,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-9,500032,DEV-CSV-0279
POL-CSV-0280,17.460768,78.400797,FDR-HYD-NORTH-01,TRF-NORTH-05,,,TENSION,Ward-7,500090,
POL-CSV-0281,17.461104,78.401063,FDR-HYD-NORTH-01,TRF-NORTH-05,,,JUNCTION,Ward-6,500090,DEV-CSV-0281
POL-CSV-0282,17.46139,78.401396,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-8,500032,
POL-CSV-0283,17.461651,78.401733,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-3,500001,DEV-CSV-0283
POL-CSV-0284,17.46204,78.402043,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-10,500081,DEV-CSV-0284
POL-CSV-0285,17.462346,78.402257,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-3,500081,DEV-CSV-0285
POL-CSV-0286,17.462599,78.402559,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-7,500032,DEV-CSV-0286
POL-CSV-0287,17.462882,78.40288,FDR-HYD-NORTH-01,TRF-NORTH-05,,,JUNCTION,Ward-1,500001,DEV-CSV-0287
POL-CSV-0288,17.463233,78.403174,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-9,500032,DEV-CSV-0288
POL-CSV-0289,17.463485,78.403499,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-11,500081,DEV-CSV-0289
POL-CSV-0290,17.463792,78.403759,FDR-HYD-NORTH-01,TRF-NORTH-05,,,JUNCTION,Ward-2,500081,DEV-CSV-0290
POL-CSV-0291,17.464114,78.404051,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-8,500001,DEV-CSV-0291
POL-CSV-0292,17.464361,78.40437,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-10,500084,DEV-CSV-0292
POL-CSV-0293,17.464715,78.404718,FDR-HYD-NORTH-01,TRF-NORTH-05,,,TENSION,Ward-5,500001,DEV-CSV-0293
POL-CSV-0294,17.464951,78.405007,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-15,500032,DEV-CSV-0294
POL-CSV-0295,17.465252,78.405268,FDR-HYD-NORTH-01,TRF-NORTH-05,,,JUNCTION,Ward-6,500081,DEV-CSV-0295
POL-CSV-0296,17.465596,78.405647,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-15,500001,DEV-CSV-0296
POL-CSV-0297,17.465921,78.405911,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-11,500032,
POL-CSV-0298,17.46624,78.406204,FDR-HYD-NORTH-01,TRF-NORTH-05,,,TENSION,Ward-15,500090,DEV-CSV-0298
POL-CSV-0299,17.466479,78.406454,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-5,500084,DEV-CSV-0299
POL-CSV-0300,17.466801,78.406783,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-1,500084,
POL-CSV-0301,17.467142,78.4071,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-15,500001,DEV-CSV-0301
POL-CSV-0302,17.467369,78.407374,FDR-HYD-NORTH-01,TRF-NORTH-05,,,JUNCTION,Ward-8,500081,DEV-CSV-0302
POL-CSV-0303,17.467713,78.407739,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-5,500084,
POL-CSV-0304,17.467973,78.408028,FDR-HYD-NORTH-01,TRF-NORTH-05,,,TENSION,Ward-15,500084,DEV-CSV-0304
POL-CSV-0305,17.468339,78.408332,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-9,500001,DEV-CSV-0305
POL-CSV-0306,17.468641,78.408626,FDR-HYD-NORTH-01,TRF-NORTH-05,,,JUNCTION,Ward-11,500001,DEV-CSV-0306
POL-CSV-0307,17.468942,78.408936,FDR-HYD-NORTH-01,TRF-NORTH-05,,,JUNCTION,Ward-7,500001,DEV-CSV-0307
POL-CSV-0308,17.469195,78.40924,FDR-HYD-NORTH-01,TRF-NORTH-05,,,JUNCTION,Ward-1,500081,DEV-CSV-0308
POL-CSV-0309,17.469528,78.409526,FDR-HYD-NORTH-01,TRF-NORTH-05,,,TENSION,Ward-10,500001,DEV-CSV-0309
POL-CSV-0310,17.469846,78.409764,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-3,500032,DEV-CSV-0310
POL-CSV-0311,17.470136,78.410137,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-4,500090,DEV-CSV-0311
POL-CSV-0312,17.470367,78.410426,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-2,500081,DEV-CSV-0312
POL-CSV-0313,17.470656,78.41066,FDR-HYD-NORTH-01,TRF-NORTH-05,,,TENSION,Ward-12,500001,DEV-CSV-0313
POL-CSV-0314,17.471022,78.410959,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-6,500090,DEV-CSV-0314
POL-CSV-0315,17.471317,78.411325,FDR-HYD-NORTH-01,TRF-NORTH-05,,,JUNCTION,Ward-14,500032,DEV-CSV-0315
POL-CSV-0316,17.471567,78.411621,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-4,500001,DEV-CSV-0316
POL-CSV-0317,17.471876,78.41193,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-4,500090,DEV-CSV-0317
POL-CSV-0318,17.472235,78.41219,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-11,500090,DEV-CSV-0318
POL-CSV-0319,17.472542,78.412461,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-14,500081,DEV-CSV-0319
POL-CSV-0320,17.472776,78.412808,FDR-HYD-NORTH-01,TRF-NORTH-05,,,JUNCTION,Ward-7,500081,DEV-CSV-0320
POL-CSV-0321,17.473146,78.413076,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-15,500090,DEV-CSV-0321
POL-CSV-0322,17.473435,78.413414,FDR-HYD-NORTH-01,TRF-NORTH-05,,,TENSION,Ward-6,500084,DEV-CSV-0322
POL-CSV-0323,17.473696,78.413686,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-13,500001,DEV-CSV-0323
POL-CSV-0324,17.473979,78.414037,FDR-HYD-NORTH-01,TRF-NORTH-05,,,TENSION,Ward-5,500001,DEV-CSV-0324
POL-CSV-0325,17.474264,78.414319,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-1,500081,DEV-CSV-0325
POL-CSV-0326,17.474562,78.41465,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-11,500081,DEV-CSV-0326
POL-CSV-0327,17.47488,78.414869,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-1,500081,DEV-CSV-0327
POL-CSV-0328,17.475168,78.41515,FDR-HYD-NORTH-01,TRF-NORTH-05,,,JUNCTION,Ward-4,500032,DEV-CSV-0328
POL-CSV-0329,17.475508,78.415462,FDR-HYD-NORTH-01,TRF-NORTH-05,,,SUSPENSION,Ward-7,500001,DEV-CSV-0329
POL-CSV-0330,17.475803,78.415832,FDR-HYD-NORTH-01,TRF-NORTH-05,,,TENSION,Ward-7,500090,DEV-CSV-0330
POL-CSV-0331,17.385304,78.486254,FDR-HYD-CENTRAL-02,TRF-CENTRAL-01,1,,TRANSFORMER_POLE,Ward-6,500081,DEV-CSV-0331
POL-CSV-0332,17.385642,78.48664,FDR-HYD-CENTRAL-02,TRF-CENTRAL-01,2,POL-CSV-0331,SUSPENSION,Ward-3,500081,
POL-CSV-0333,17.385855,78.486921,FDR-HYD-CENTRAL-02,TRF-CENTRAL-01,3,POL-CSV-0332,SUSPENSION,Ward-3,500084,DEV-CSV-0333
POL-CSV-0334,17.386235,78.487169,FDR-HYD-CENTRAL-02,TRF-CENTRAL-01,4,POL-CSV-0333,TENSION,Ward-1,500090,DEV-CSV-0334
POL-CSV-0335,17.386527,78.487524,FDR-HYD-CENTRAL-02,TRF-CENTRAL-01,5,POL-CSV-0334,SUSPENSION,Ward-13,500001,DEV-CSV-0335
POL-CSV-0336,17.386816,78.487793,FDR-HYD-CENTRAL-02,TRF-CENTRAL-01,6,POL-CSV-0335,SUSPENSION,Ward-8,500084,DEV-CSV-0336
POL-CSV-0337,17.387061,78.488149,FDR-HYD-CENTRAL-02,TRF-CENTRAL-01,7,POL-CSV-0336,JUNCTION,Ward-4,500084,DEV-CSV-0337
POL-CSV-0338,17.387404,78.488399,FDR-HYD-CENTRAL-02,TRF-CENTRAL-01,8,POL-CSV-0337,TENSION,Ward-6,500081,DEV-CSV-0338
POL-CSV-0339,17.387665,78.488711,FDR-HYD-CENTRAL-02,TRF-CENTRAL-01,9,POL-CSV-0338,SUSPENSION,Ward-2,500084,DEV-CSV-0339
POL-CSV-0340,17.388049,78.488979,FDR-HYD-CENTRAL-02,TRF-CENTRAL-01,10,POL-CSV-0339,SUSPENSION,Ward-8,500032,DEV-CSV-0340
POL-CSV-0341,17.388319,78.489306,FDR-HYD-CENTRAL-02,TRF-CENTRAL-01,11,POL-CSV-0340,TENSION,Ward-13,500081,DEV-CSV-0341
POL-CSV-0342,17.388592,78.48963,FDR-HYD-CENTRAL-02,TRF-CENTRAL-01,12,POL-CSV-0341,SUSPENSION,Ward-11,500084,DEV-CSV-0342
POL-CSV-0343,17.388913,78.48994,FDR-HYD-CENTRAL-02,TRF-CENTRAL-01,13,POL-CSV-0342,SUSPENSION,Ward-8,500090,DEV-CSV-0343
POL-CSV-0344,17.389206,78.490215,FDR-HYD-CENTRAL-02,TRF-CENTRAL-01,14,POL-CSV-0343,SUSPENSION,Ward-10,500001,DEV-CSV-0344
POL-CSV-0345,17.389519,78.490459,FDR-HYD-CENTRAL-02,TRF-CENTRAL-01,15,POL-CSV-0344,SUSPENSION,Ward-11,500001,DEV-CSV-0345
POL-CSV-0346,17.389752,78.490805,FDR-HYD-CENTRAL-02,TRF-CENTRAL-01,16,POL-CSV-0345,SUSPENSION,Ward-11,500081,DEV-CSV-0346
POL-CSV-0347,17.390098,78.491091,FDR-HYD-CENTRAL-02,TRF-CENTRAL-01,17,POL-CSV-0346,SUSPENSION,Ward-7,500081,DEV-CSV-0347
POL-CSV-0348,17.390373,78.491373,FDR-HYD-CENTRAL-02,TRF-CENTRAL-01,18,POL-CSV-0347,JUNCTION,Ward-14,500084,DEV-CSV-0348
POL-CSV-0349,17.390675,78.491697,FDR-HYD-CENTRAL-02,TRF-CENTRAL-01,19,POL-CSV-0348,JUNCTION,Ward-9,500090,
POL-CSV-0350,17.390955,78.492005,FDR-HYD-CENTRAL-02,TRF-CENTRAL-01,20,POL-CSV-0349,SUSPENSION,Ward-4,500090,DEV-CSV-0350
POL-CSV-0351,17.391287,78.492274,FDR-HYD-CENTRAL-02,TRF-CENTRAL-01,21,POL-CSV-0350,TENSION,Ward-6,500001,DEV-CSV-0351
